Business ID,Annual Revenue,Loan Amount,GST Compliance (%),Past Defaults,Bank Transactions,Market Trend,Credit Score,financial_health,repayment_history,credit_utilization,industry_risk
11232,3600000,470000,70,0,Unstable,2,423,48.57142857,100,13.05555556,70
11233,5400000,870000,85,0,Low Volume,2,843,62.71428571,100,16.11111111,70
11234,12300000,0,80,0,Unstable,1,617,79.42857143,100,0,90
11235,3700000,640000,80,0,High Volume,2,735,54.85714286,100,17.2972973,70
11236,4500000,2850000,85,0,Unstable,1,583,60.14285714,100,63.33333333,90
11237,10300000,1340000,60,0,Low Volume,0,625,61.71428571,100,13.00970874,50
11238,4300000,820000,80,0,High Volume,2,719,56.57142857,100,19.06976744,70
11239,5700000,780000,80,0,High Volume,0,461,60.57142857,100,13.68421053,50
11240,8800000,2270000,80,0,Low Volume,1,825,69.42857143,100,25.79545455,90
11241,3800000,770000,75,0,High Volume,2,659,52.14285714,100,20.26315789,70
11242,4600000,490000,95,0,Low Volume,2,642,66.42857143,100,10.65217391,70
11243,4300000,1330000,75,0,Low Volume,0,652,53.57142857,100,30.93023256,50
11244,3200000,970000,85,0,Low Volume,2,574,56.42857143,100,30.3125,70
11245,8000000,540000,100,0,Unstable,2,694,79.14285714,100,6.75,70
11246,4200000,770000,80,0,High Volume,1,691,56.28571429,100,18.33333333,90
11247,3800000,1290000,85,0,High Volume,2,746,58.14285714,100,33.94736842,70
11248,4400000,980000,80,0,High Volume,1,683,56.85714286,100,22.27272727,90
11249,6600000,170000,100,0,Low Volume,1,642,75.14285714,100,2.575757576,90
11250,5200000,810000,75,0,Low Volume,1,712,56.14285714,100,15.57692308,90
11251,3900000,820000,100,0,High Volume,0,666,67.42857143,100,21.02564103,50
11252,5700000,1150000,80,0,Unstable,1,451,60.57142857,100,20.1754386,90
11253,6400000,1070000,65,0,Low Volume,0,630,53.57142857,100,16.71875,50
11254,5000000,1340000,90,0,Low Volume,0,589,64.57142857,100,26.8,50
11255,4700000,1320000,75,2,Low Volume,0,545,54.71428571,60,28.08510638,50
11256,6800000,0,90,0,Low Volume,0,593,69.71428571,100,0,50
11257,4700000,3320000,50,0,Low Volume,0,397,39.71428571,100,70.63829787,50
11258,8100000,390000,80,1,High Volume,1,809,67.42857143,80,4.814814815,90
11259,4000000,380000,75,0,Low Volume,1,760,52.71428571,100,9.5,90
11260,4000000,820000,65,4,Low Volume,2,419,46.71428571,20,20.5,70
11261,3800000,2150000,70,0,High Volume,2,666,49.14285714,100,56.57894737,70
11262,4700000,1440000,70,0,Unstable,1,679,51.71428571,100,30.63829787,90
11263,5000000,1140000,80,0,Low Volume,2,651,58.57142857,100,22.8,70
11264,3400000,810000,60,0,High Volume,2,512,42,100,23.82352941,70
11265,5100000,760000,85,0,Low Volume,0,676,61.85714286,100,14.90196078,50
11266,5900000,600000,100,0,Unstable,2,760,73.14285714,100,10.16949153,70
11267,3200000,1000000,85,0,High Volume,2,734,56.42857143,100,31.25,70
11268,4300000,1040000,90,0,Unstable,2,623,62.57142857,100,24.18604651,70
11269,5900000,1100000,95,0,Low Volume,2,747,70.14285714,100,18.6440678,70
11270,3600000,2050000,100,1,High Volume,0,584,66.57142857,80,56.94444444,50
11271,4500000,1260000,100,0,High Volume,1,844,69.14285714,100,28,90
11272,6900000,1750000,75,0,Low Volume,2,784,61,100,25.36231884,70
11273,8600000,610000,70,0,Low Volume,2,536,62.85714286,100,7.093023256,70
11274,5700000,400000,90,0,High Volume,2,833,66.57142857,100,7.01754386,70
11275,4800000,1290000,90,0,High Volume,1,850,64,100,26.875,90
11276,4300000,1100000,90,0,Low Volume,1,743,62.57142857,100,25.58139535,90
11277,6600000,3670000,100,0,High Volume,1,821,75.14285714,100,55.60606061,90
11278,7000000,1070000,80,0,Low Volume,1,630,64.28571429,100,15.28571429,90
11279,3500000,430000,85,0,Low Volume,0,590,57.28571429,100,12.28571429,50
11280,6600000,900000,65,0,High Volume,2,648,54.14285714,100,13.63636364,70
11281,4200000,1120000,100,0,Low Volume,1,669,68.28571429,100,26.66666667,90
11282,3900000,1030000,75,0,Low Volume,1,527,52.42857143,100,26.41025641,90
11283,4800000,1930000,75,0,Low Volume,1,632,55,100,40.20833333,90
11284,6700000,2200000,75,0,High Volume,0,729,60.42857143,100,32.8358209,50
11285,5500000,520000,70,0,Low Volume,2,518,54,100,9.454545455,70
11286,5400000,400000,70,0,Unstable,0,593,53.71428571,100,7.407407407,50
11287,5600000,230000,70,0,Low Volume,1,694,54.28571429,100,4.107142857,90
11288,5800000,1650000,60,0,High Volume,0,585,48.85714286,100,28.44827586,50
11289,4800000,1100000,70,0,Low Volume,1,706,52,100,22.91666667,90
11290,6000000,350000,100,0,High Volume,1,809,73.42857143,100,5.833333333,90
11291,4100000,1020000,90,0,High Volume,1,683,62,100,24.87804878,90
11292,6100000,4710000,95,0,Low Volume,2,739,70.71428571,100,77.21311475,70
11293,6500000,1250000,100,0,Low Volume,1,784,74.85714286,100,19.23076923,90
11294,6200000,1710000,100,0,Low Volume,2,850,74,100,27.58064516,70
11295,6300000,420000,55,0,Low Volume,0,593,47.28571429,100,6.666666667,50
11296,5700000,1290000,60,0,Low Volume,1,609,48.57142857,100,22.63157895,90
11297,7100000,770000,70,1,High Volume,1,639,58.57142857,80,10.84507042,90
11298,2500000,390000,75,0,High Volume,0,760,48.42857143,100,15.6,50
11299,6500000,930000,75,0,Low Volume,2,643,59.85714286,100,14.30769231,70
11300,9000000,810000,75,0,Low Volume,0,642,67,100,9,50
11301,4100000,680000,85,0,Low Volume,1,850,59,100,16.58536585,90
11302,4000000,410000,80,0,Low Volume,1,550,55.71428571,100,10.25,90
11303,7400000,1390000,70,0,High Volume,1,739,59.42857143,100,18.78378378,90
11304,3800000,1160000,50,0,High Volume,0,577,37.14285714,100,30.52631579,50
11305,4100000,30000,65,0,Low Volume,0,590,47,100,0.731707317,50
11306,5300000,1040000,70,0,Low Volume,0,517,53.42857143,100,19.62264151,50
11307,3900000,610000,75,0,Unstable,2,527,52.42857143,100,15.64102564,70
11308,6500000,1430000,65,0,Low Volume,0,565,53.85714286,100,22,50
11309,3900000,1490000,75,0,Low Volume,2,671,52.42857143,100,38.20512821,70
11310,5600000,1220000,65,0,High Volume,2,741,51.28571429,100,21.78571429,70
11311,5400000,910000,80,0,High Volume,0,487,59.71428571,100,16.85185185,50
11312,8200000,2220000,65,0,Low Volume,1,539,58.71428571,100,27.07317073,90
11313,7100000,660000,65,0,Unstable,1,676,55.57142857,100,9.295774648,90
11314,4300000,1620000,60,0,Low Volume,1,682,44.57142857,100,37.6744186,90
11315,3400000,1550000,80,1,High Volume,2,455,54,80,45.58823529,70
11316,6400000,810000,65,0,Low Volume,1,752,53.57142857,100,12.65625,90
11317,4100000,1430000,95,0,High Volume,1,719,65,100,34.87804878,90
11318,4500000,650000,85,0,Unstable,0,668,60.14285714,100,14.44444444,50
11319,3600000,1150000,80,0,Low Volume,1,576,54.57142857,100,31.94444444,90
11320,6100000,870000,70,0,High Volume,1,562,55.71428571,100,14.26229508,90
11321,4100000,1650000,85,0,Unstable,2,559,59,100,40.24390244,70
11322,4900000,1240000,90,0,Low Volume,0,618,64.28571429,100,25.30612245,50
11323,5000000,790000,80,0,High Volume,1,682,58.57142857,100,15.8,90
11324,5300000,2020000,100,0,Unstable,2,589,71.42857143,100,38.11320755,70
11325,6100000,770000,85,0,High Volume,1,850,64.71428571,100,12.62295082,90
11326,4600000,140000,95,0,Low Volume,2,530,66.42857143,100,3.043478261,70
11327,4000000,500000,80,0,Low Volume,1,598,55.71428571,100,12.5,90
11328,2900000,1230000,90,2,Low Volume,1,525,58.57142857,60,42.4137931,90
11329,5200000,1050000,70,0,Low Volume,2,638,53.14285714,100,20.19230769,70
11330,4800000,1350000,75,0,High Volume,0,712,55,100,28.125,50
11331,4000000,3050000,85,0,Low Volume,2,690,58.71428571,100,76.25,70
11332,5100000,520000,85,0,Low Volume,0,758,61.85714286,100,10.19607843,50
11333,6500000,720000,90,0,Low Volume,2,740,68.85714286,100,11.07692308,70
11334,7000000,1560000,95,0,Low Volume,1,545,73.28571429,100,22.28571429,90
11335,3200000,1000000,60,2,High Volume,1,383,41.42857143,60,31.25,90
11336,4500000,920000,65,0,High Volume,0,742,48.14285714,100,20.44444444,50
11337,6700000,1050000,85,0,Low Volume,2,786,66.42857143,100,15.67164179,70
11338,8100000,680000,70,0,Low Volume,0,701,61.42857143,100,8.395061728,50
11339,3900000,920000,100,0,Low Volume,1,629,67.42857143,100,23.58974359,90
11340,7600000,1060000,90,0,Low Volume,1,687,72,100,13.94736842,90
11341,3300000,570000,80,0,Low Volume,1,634,53.71428571,100,17.27272727,90
11342,7100000,940000,70,0,High Volume,1,605,58.57142857,100,13.23943662,90
11343,4600000,1110000,75,1,Low Volume,1,640,54.42857143,80,24.13043478,90
11344,8000000,1490000,80,0,Unstable,2,837,67.14285714,100,18.625,70
11345,4400000,1480000,80,0,Low Volume,2,589,56.85714286,100,33.63636364,70
11346,4600000,580000,75,0,Low Volume,1,805,54.42857143,100,12.60869565,90
11347,4800000,280000,75,0,High Volume,1,625,55,100,5.833333333,90
11348,3200000,2390000,100,0,High Volume,2,508,65.42857143,100,74.6875,70
11349,2900000,240000,100,0,High Volume,2,825,64.57142857,100,8.275862069,70
11350,5800000,590000,85,2,Unstable,2,507,63.85714286,60,10.17241379,70
11351,6700000,1480000,60,0,Low Volume,2,749,51.42857143,100,22.08955224,70
11352,6000000,230000,90,0,Unstable,0,768,67.42857143,100,3.833333333,50
11353,3400000,400000,100,0,Low Volume,2,667,66,100,11.76470588,70
11354,5800000,1860000,100,0,Unstable,0,746,72.85714286,100,32.06896552,50
11355,3700000,0,90,0,Low Volume,2,601,60.85714286,100,0,70
11356,5700000,320000,100,0,Low Volume,1,649,72.57142857,100,5.614035088,90
11357,7000000,1660000,80,0,High Volume,1,824,64.28571429,100,23.71428571,90
11358,5600000,260000,90,0,Low Volume,2,539,66.28571429,100,4.642857143,70
11359,7800000,10000,70,0,Low Volume,2,669,60.57142857,100,0.128205128,70
11360,4800000,270000,85,0,Low Volume,2,803,61,100,5.625,70
11361,4700000,1450000,100,0,High Volume,1,850,69.71428571,100,30.85106383,90
11362,5100000,1970000,70,0,Unstable,2,524,52.85714286,100,38.62745098,70
11363,3300000,770000,65,0,High Volume,2,744,44.71428571,100,23.33333333,70
11364,4400000,910000,80,0,Unstable,2,489,56.85714286,100,20.68181818,70
11365,4500000,2750000,75,0,High Volume,2,565,54.14285714,100,61.11111111,70
11366,4600000,1780000,90,0,Low Volume,0,652,63.42857143,100,38.69565217,50
11367,5400000,860000,75,0,Low Volume,2,689,56.71428571,100,15.92592593,70
11368,3200000,0,100,0,High Volume,1,656,65.42857143,100,0,90
11369,3500000,500000,60,0,Low Volume,0,774,42.28571429,100,14.28571429,50
11370,7000000,550000,100,0,Low Volume,1,554,76.28571429,100,7.857142857,90
11371,2700000,820000,70,0,Low Volume,2,619,46,100,30.37037037,70
11372,6000000,1790000,55,0,High Volume,1,675,46.42857143,100,29.83333333,90
11373,4500000,900000,85,4,Low Volume,1,313,60.14285714,20,20,90
11374,5200000,850000,75,0,Unstable,1,757,56.14285714,100,16.34615385,90
11375,8000000,1650000,65,0,High Volume,1,620,58.14285714,100,20.625,90
11376,4800000,1430000,55,0,High Volume,1,659,43,100,29.79166667,90
11377,6000000,900000,80,0,Unstable,1,673,61.42857143,100,15,90
11378,5100000,1570000,95,0,Low Volume,2,529,67.85714286,100,30.78431373,70
11379,4800000,1130000,90,0,High Volume,2,593,64,100,23.54166667,70
11380,4700000,2160000,80,0,Unstable,0,709,57.71428571,100,45.95744681,50
11381,6200000,2680000,85,0,High Volume,0,646,65,100,43.22580645,50
11382,4000000,230000,80,3,High Volume,2,300,55.71428571,40,5.75,70
11383,3600000,1770000,60,0,Low Volume,0,524,42.57142857,100,49.16666667,50
11384,5100000,730000,60,0,High Volume,2,648,46.85714286,100,14.31372549,70
11385,5300000,1630000,75,0,Low Volume,2,658,56.42857143,100,30.75471698,70
11386,2900000,1830000,80,0,Unstable,2,352,52.57142857,100,63.10344828,70
11387,5000000,1660000,95,0,Unstable,1,644,67.57142857,100,33.2,90
11388,3500000,540000,90,0,Unstable,2,539,60.28571429,100,15.42857143,70
11389,6000000,1450000,90,0,High Volume,2,728,67.42857143,100,24.16666667,70
11390,2900000,1020000,75,0,Low Volume,1,695,49.57142857,100,35.17241379,90
11391,8900000,30000,60,0,Low Volume,1,719,57.71428571,100,0.337078652,90
11392,4500000,760000,85,0,Unstable,1,781,60.14285714,100,16.88888889,90
11393,3900000,460000,90,0,Low Volume,0,850,61.42857143,100,11.79487179,50
11394,4600000,710000,50,0,Low Volume,0,459,39.42857143,100,15.43478261,50
11395,5900000,470000,65,0,High Volume,1,658,52.14285714,100,7.966101695,90
11396,6500000,1520000,70,0,Low Volume,1,738,56.85714286,100,23.38461538,90
11397,4600000,610000,80,0,High Volume,1,702,57.42857143,100,13.26086957,90
11398,3200000,240000,70,0,Low Volume,0,341,47.42857143,100,7.5,50
11399,3500000,2330000,80,0,High Volume,1,637,54.28571429,100,66.57142857,90
11400,5400000,220000,75,0,Unstable,0,711,56.71428571,100,4.074074074,50
11401,6700000,770000,80,0,Low Volume,2,533,63.42857143,100,11.49253731,70
11402,7000000,740000,70,0,Low Volume,0,651,58.28571429,100,10.57142857,50
11403,5300000,1310000,70,0,Low Volume,2,441,53.42857143,100,24.71698113,70
11404,6700000,1680000,65,0,Unstable,2,665,54.42857143,100,25.07462687,70
11405,8900000,1870000,85,2,Low Volume,2,608,72.71428571,60,21.01123596,70
11406,7100000,1230000,90,0,Low Volume,0,606,70.57142857,100,17.32394366,50
11407,6600000,540000,70,0,High Volume,0,618,57.14285714,100,8.181818182,50
11408,3900000,2100000,100,0,Low Volume,2,506,67.42857143,100,53.84615385,70
11409,6700000,690000,75,0,Unstable,2,714,60.42857143,100,10.29850746,70
11410,5700000,980000,100,0,Unstable,0,546,72.57142857,100,17.19298246,50
11411,6100000,2070000,70,0,High Volume,0,682,55.71428571,100,33.93442623,50
11412,7300000,1180000,50,0,High Volume,2,544,47.14285714,100,16.16438356,70
11413,5600000,120000,85,0,Low Volume,1,850,63.28571429,100,2.142857143,90
11414,4800000,2770000,85,2,High Volume,1,737,61,60,57.70833333,90
11415,3600000,920000,80,0,High Volume,0,850,54.57142857,100,25.55555556,50
11416,4600000,950000,70,0,Low Volume,1,850,51.42857143,100,20.65217391,90
11417,5300000,360000,80,0,Low Volume,1,631,59.42857143,100,6.79245283,90
11418,5400000,1950000,70,0,Unstable,1,507,53.71428571,100,36.11111111,90
11419,5400000,2290000,75,0,Low Volume,2,827,56.71428571,100,42.40740741,70
11420,6700000,1080000,95,0,High Volume,2,713,72.42857143,100,16.11940299,70
11421,6500000,540000,85,0,Low Volume,1,793,65.85714286,100,8.307692308,90
11422,4900000,910000,90,0,Low Volume,1,639,64.28571429,100,18.57142857,90
11423,3900000,1420000,75,0,Unstable,2,513,52.42857143,100,36.41025641,70
11424,5600000,770000,75,0,Low Volume,0,712,57.28571429,100,13.75,50
11425,9800000,480000,65,0,High Volume,1,522,63.28571429,100,4.897959184,90
11426,5500000,580000,75,0,Low Volume,1,760,57,100,10.54545455,90
11427,4600000,1350000,50,0,Low Volume,2,636,39.42857143,100,29.34782609,70
11428,5900000,1120000,70,0,Unstable,0,513,55.14285714,100,18.98305085,50
11429,6000000,1540000,80,0,High Volume,2,687,61.42857143,100,25.66666667,70
11430,6000000,690000,90,0,Unstable,2,657,67.42857143,100,11.5,70
11431,7500000,780000,75,0,Unstable,0,616,62.71428571,100,10.4,50
11432,5600000,0,85,0,Unstable,1,732,63.28571429,100,0,90
11433,7400000,370000,50,0,Unstable,1,516,47.42857143,100,5,90
11434,5400000,260000,80,0,Low Volume,2,850,59.71428571,100,4.814814815,70
11435,7900000,1000000,55,0,Unstable,0,531,51.85714286,100,12.65822785,50
11436,7200000,940000,60,0,Low Volume,2,620,52.85714286,100,13.05555556,70
11437,6600000,290000,75,0,Low Volume,0,838,60.14285714,100,4.393939394,50
11438,6300000,1630000,100,0,Low Volume,2,513,74.28571429,100,25.87301587,70
11439,10000000,1530000,85,0,Low Volume,2,850,75.85714286,100,15.3,70
11440,6900000,1690000,80,0,High Volume,1,724,64,100,24.49275362,90
11441,3900000,70000,80,0,Low Volume,1,640,55.42857143,100,1.794871795,90
11442,5400000,1500000,70,0,Low Volume,2,517,53.71428571,100,27.77777778,70
11443,4600000,330000,70,0,Low Volume,1,544,51.42857143,100,7.173913043,90
11444,9300000,870000,85,0,Low Volume,1,688,73.85714286,100,9.35483871,90
11445,7300000,1640000,60,0,High Volume,0,657,53.14285714,100,22.46575342,50
11446,9200000,430000,90,0,Low Volume,0,749,76.57142857,100,4.673913043,50
11447,4000000,490000,75,0,Low Volume,1,699,52.71428571,100,12.25,90
11448,7000000,970000,90,0,Low Volume,2,640,70.28571429,100,13.85714286,70
11449,3300000,0,95,0,Low Volume,1,850,62.71428571,100,0,90
11450,3100000,1170000,55,0,High Volume,1,850,38.14285714,100,37.74193548,90
11451,4400000,980000,70,0,Low Volume,2,779,50.85714286,100,22.27272727,70
11452,7900000,2940000,65,0,Low Volume,2,586,57.85714286,100,37.21518987,70
11453,3700000,500000,55,0,Low Volume,1,680,39.85714286,100,13.51351351,90
11454,5000000,1960000,65,0,Low Volume,1,687,49.57142857,100,39.2,90
11455,7100000,310000,100,0,Unstable,1,850,76.57142857,100,4.366197183,90
11456,6400000,250000,90,0,Low Volume,0,639,68.57142857,100,3.90625,50
11457,9700000,560000,100,0,Unstable,2,586,84,100,5.773195876,70
11458,5000000,1740000,90,0,High Volume,2,804,64.57142857,100,34.8,70
11459,4400000,1090000,70,4,Low Volume,1,493,50.85714286,20,24.77272727,90
11460,3600000,1380000,75,0,Unstable,2,459,51.57142857,100,38.33333333,70
11461,4500000,760000,90,0,High Volume,2,776,63.14285714,100,16.88888889,70
11462,3600000,230000,85,0,High Volume,0,850,57.57142857,100,6.388888889,50
11463,2900000,840000,70,0,Low Volume,1,571,46.57142857,100,28.96551724,90
11464,9000000,940000,55,0,High Volume,0,550,55,100,10.44444444,50
11465,5100000,320000,100,0,Low Volume,2,712,70.85714286,100,6.274509804,70
11466,10900000,1770000,80,0,Low Volume,1,781,75.42857143,100,16.23853211,90
11467,3900000,1130000,75,0,Unstable,1,598,52.42857143,100,28.97435897,90
11468,4400000,900000,80,0,Unstable,2,715,56.85714286,100,20.45454545,70
11469,4000000,780000,75,0,Low Volume,0,642,52.71428571,100,19.5,50
11470,4100000,800000,80,0,High Volume,2,782,56,100,19.51219512,70
11471,6500000,1650000,100,0,High Volume,2,655,74.85714286,100,25.38461538,70
11472,5900000,660000,80,0,Low Volume,1,571,61.14285714,100,11.18644068,90
11473,6500000,1000000,65,0,Low Volume,1,628,53.85714286,100,15.38461538,90
11474,7500000,0,80,0,Low Volume,2,553,65.71428571,100,0,70
11475,7000000,60000,75,0,High Volume,2,745,61.28571429,100,0.857142857,70
11476,3700000,1700000,100,1,Unstable,2,361,66.85714286,80,45.94594595,70
11477,4300000,1460000,100,0,Low Volume,1,657,68.57142857,100,33.95348837,90
11478,5200000,640000,80,0,High Volume,1,690,59.14285714,100,12.30769231,90
11479,15300000,610000,60,3,High Volume,1,483,76,40,3.986928105,90
11480,6300000,960000,60,0,High Volume,0,601,50.28571429,100,15.23809524,50
11481,5200000,1800000,80,0,Low Volume,2,642,59.14285714,100,34.61538462,70
11482,6100000,0,85,0,High Volume,1,850,64.71428571,100,0,90
11483,4200000,1110000,75,0,Unstable,1,505,53.28571429,100,26.42857143,90
11484,5400000,720000,75,4,Low Volume,1,514,56.71428571,20,13.33333333,90
11485,6700000,1490000,70,0,Low Volume,2,697,57.42857143,100,22.23880597,70
11486,5000000,3280000,80,0,Unstable,2,557,58.57142857,100,65.6,70
11487,4000000,500000,50,0,Low Volume,0,523,37.71428571,100,12.5,50
11488,4900000,150000,65,0,Unstable,2,478,49.28571429,100,3.06122449,70
11489,4500000,650000,70,0,Low Volume,1,850,51.14285714,100,14.44444444,90
11490,3300000,2760000,100,3,Low Volume,2,480,65.71428571,40,83.63636364,70
11491,4200000,840000,70,0,Low Volume,2,599,50.28571429,100,20,70
11492,3300000,1520000,85,0,Low Volume,1,850,56.71428571,100,46.06060606,90
11493,3500000,1180000,85,0,Low Volume,0,641,57.28571429,100,33.71428571,50
11494,3600000,1440000,100,0,High Volume,0,850,66.57142857,100,40,50
11495,6700000,910000,100,0,Low Volume,2,568,75.42857143,100,13.58208955,70
11496,7800000,2670000,80,0,Unstable,2,581,66.57142857,100,34.23076923,70
11497,3200000,3420000,75,0,High Volume,2,442,50.42857143,100,100,70
11498,8000000,2580000,70,0,Low Volume,2,626,61.14285714,100,32.25,70
11499,3600000,1450000,75,0,Low Volume,1,630,51.57142857,100,40.27777778,90
11500,6300000,1030000,75,0,High Volume,1,664,59.28571429,100,16.34920635,90
11501,5400000,2190000,90,1,Low Volume,1,637,65.71428571,80,40.55555556,90
11502,6100000,320000,85,0,Low Volume,2,644,64.71428571,100,5.245901639,70
11503,3500000,880000,90,0,Unstable,2,601,60.28571429,100,25.14285714,70
11504,2900000,310000,100,0,Low Volume,2,618,64.57142857,100,10.68965517,70
11505,3900000,1440000,100,3,Low Volume,2,667,67.42857143,40,36.92307692,70
11506,5700000,730000,80,0,High Volume,1,610,60.57142857,100,12.80701754,90
11507,9000000,2160000,95,0,High Volume,2,752,79,100,24,70
11508,3700000,1820000,75,0,Low Volume,2,490,51.85714286,100,49.18918919,70
11509,4900000,400000,100,0,Unstable,1,598,70.28571429,100,8.163265306,90
11510,4000000,3080000,95,0,High Volume,1,605,64.71428571,100,77,90
11511,5000000,1140000,95,0,High Volume,0,674,67.57142857,100,22.8,50
11512,2800000,1330000,80,0,Low Volume,2,634,52.28571429,100,47.5,70
11513,7800000,470000,70,0,Unstable,1,527,60.57142857,100,6.025641026,90
11514,5000000,410000,60,0,Low Volume,0,560,46.57142857,100,8.2,50
11515,6600000,1030000,80,0,High Volume,2,598,63.14285714,100,15.60606061,70
11516,4700000,620000,100,0,Low Volume,1,622,69.71428571,100,13.19148936,90
11517,5300000,3400000,75,0,High Volume,1,771,56.42857143,100,64.1509434,90
11518,7000000,1370000,90,0,Low Volume,1,571,70.28571429,100,19.57142857,90
11519,5200000,0,95,0,Low Volume,2,713,68.14285714,100,0,70
11520,5300000,2460000,75,0,Unstable,2,740,56.42857143,100,46.41509434,70
11521,3900000,1340000,100,0,Low Volume,1,821,67.42857143,100,34.35897436,90
11522,4300000,1210000,50,1,Low Volume,2,576,38.57142857,80,28.13953488,70
11523,3700000,750000,60,2,High Volume,1,562,42.85714286,60,20.27027027,90
11524,4000000,950000,65,0,High Volume,1,745,46.71428571,100,23.75,90
11525,7300000,1340000,70,0,Low Volume,2,685,59.14285714,100,18.35616438,70
11526,8600000,1760000,85,0,Low Volume,1,850,71.85714286,100,20.46511628,90
11527,3400000,1760000,85,1,Unstable,2,512,57,80,51.76470588,70
11528,5600000,1820000,85,0,High Volume,0,761,63.28571429,100,32.5,50
11529,4500000,830000,90,0,Low Volume,1,666,63.14285714,100,18.44444444,90
11530,7600000,380000,65,0,Unstable,1,817,57,100,5,90
11531,5200000,1370000,60,1,High Volume,1,598,47.14285714,80,26.34615385,90
11532,5000000,620000,85,0,Low Volume,2,511,61.57142857,100,12.4,70
11533,4000000,2020000,70,0,Low Volume,2,607,49.71428571,100,50.5,70
11534,3200000,1530000,55,0,Low Volume,2,645,38.42857143,100,47.8125,70
11535,6300000,540000,95,0,Unstable,2,816,71.28571429,100,8.571428571,70
11536,5600000,730000,100,0,Low Volume,1,630,72.28571429,100,13.03571429,90
11537,5600000,640000,100,2,Low Volume,1,457,72.28571429,60,11.42857143,90
11538,4200000,1080000,85,0,Unstable,1,680,59.28571429,100,25.71428571,90
11539,4800000,460000,90,0,Low Volume,2,731,64,100,9.583333333,70
11540,6300000,160000,100,0,High Volume,1,633,74.28571429,100,2.53968254,90
11541,6700000,1120000,70,0,Low Volume,2,614,57.42857143,100,16.71641791,70
11542,3500000,0,95,0,High Volume,2,699,63.28571429,100,0,70
11543,4100000,240000,85,0,Low Volume,1,782,59,100,5.853658537,90
11544,3300000,770000,95,0,Low Volume,2,632,62.71428571,100,23.33333333,70
11545,5300000,810000,85,1,High Volume,0,583,62.42857143,80,15.28301887,50
11546,6500000,980000,100,0,High Volume,1,774,74.85714286,100,15.07692308,90
11547,4600000,140000,85,0,High Volume,1,597,60.42857143,100,3.043478261,90
11548,4100000,660000,60,0,High Volume,2,834,44,100,16.09756098,70
11549,4500000,1630000,100,0,High Volume,2,800,69.14285714,100,36.22222222,70
11550,10000000,2120000,65,0,High Volume,1,634,63.85714286,100,21.2,90
11551,7100000,950000,100,0,High Volume,0,605,76.57142857,100,13.38028169,50
11552,6200000,1450000,80,1,High Volume,2,534,62,80,23.38709677,70
11553,5500000,840000,100,0,High Volume,0,766,72,100,15.27272727,50
11554,5000000,450000,95,0,High Volume,1,650,67.57142857,100,9,90
11555,3800000,790000,85,1,Low Volume,0,558,58.14285714,80,20.78947368,50
11556,3600000,350000,90,0,Low Volume,1,534,60.57142857,100,9.722222222,90
11557,4200000,1360000,85,1,Low Volume,1,678,59.28571429,80,32.38095238,90
11558,3800000,1120000,50,0,Unstable,0,562,37.14285714,100,29.47368421,50
11559,4200000,2440000,80,0,High Volume,1,649,56.28571429,100,58.0952381,90
11560,4800000,1530000,65,0,High Volume,0,636,49,100,31.875,50
11561,5000000,850000,85,0,Low Volume,2,748,61.57142857,100,17,70
11562,4200000,1240000,65,0,Low Volume,0,603,47.28571429,100,29.52380952,50
11563,5800000,340000,60,0,Unstable,2,661,48.85714286,100,5.862068966,70
11564,4700000,2460000,100,0,Unstable,2,494,69.71428571,100,52.34042553,70
11565,5300000,1330000,95,3,Low Volume,1,594,68.42857143,40,25.09433962,90
11566,4000000,1220000,80,0,High Volume,2,689,55.71428571,100,30.5,70
11567,6200000,1770000,85,0,Low Volume,2,783,65,100,28.5483871,70
11568,4300000,1100000,75,0,Low Volume,2,639,53.57142857,100,25.58139535,70
11569,8100000,600000,90,0,High Volume,1,748,73.42857143,100,7.407407407,90
11570,4700000,1320000,70,0,High Volume,2,600,51.71428571,100,28.08510638,70
11571,4900000,1290000,95,0,High Volume,2,850,67.28571429,100,26.32653061,70
11572,6000000,200000,75,1,Low Volume,1,406,58.42857143,80,3.333333333,90
11573,6400000,2320000,75,0,Low Volume,2,687,59.57142857,100,36.25,70
11574,6600000,440000,80,0,Low Volume,0,649,63.14285714,100,6.666666667,50
11575,8500000,1300000,70,0,Low Volume,1,664,62.57142857,100,15.29411765,90
11576,6100000,1550000,85,0,High Volume,2,662,64.71428571,100,25.40983607,70
11577,4900000,360000,70,0,Low Volume,0,617,52.28571429,100,7.346938776,50
11578,4300000,790000,85,0,Low Volume,1,736,59.57142857,100,18.37209302,90
11579,4800000,830000,100,0,Low Volume,2,617,70,100,17.29166667,70
11580,7800000,70000,70,0,High Volume,2,712,60.57142857,100,0.897435897,70
11581,3300000,920000,80,0,High Volume,2,704,53.71428571,100,27.87878788,70
11582,3900000,1770000,85,0,High Volume,2,569,58.42857143,100,45.38461538,70
11583,4700000,570000,75,0,Low Volume,2,702,54.71428571,100,12.12765957,70
11584,3900000,230000,85,0,Low Volume,1,734,58.42857143,100,5.897435897,90
11585,4400000,2120000,90,0,Low Volume,2,564,62.85714286,100,48.18181818,70
11586,8600000,1390000,95,0,Low Volume,2,588,77.85714286,100,16.1627907,70
11587,4600000,1850000,70,0,Low Volume,1,557,51.42857143,100,40.2173913,90
11588,5700000,750000,65,0,Low Volume,1,674,51.57142857,100,13.15789474,90
